=====================================================================================================================================================
possible map tasks of each workload in each VM flavor (Job/Workload #, VM Flav 1, VM Flav 2, VM Flav 3, VM Flav 4, VM Flav 5, VM Flav 6)
=====================================================================================================================================================
1	1	2	4	8	12	
2	1	2	4	8	12	
3	1	2	4	8	12	
4	0	1	2	4	6	
5	1	2	4	8	12	
6	0	1	2	4	6	
=====================================================================================================================================================
Possible combinations of map tasks of different jobs/workloads in different VM falvours (every row is possible combinatrion, every 6 columns are for one VM Flav (# of map tasks of each workload and total resource usage))
=====================================================================================================================================================
0.0	0.0	1.0	0.0	0.0	0.0	87.5	1.0	0.0	0.0	0.0	1.0	0.0	100.0	2.0	0.0	0.0	0.0	2.0	0.0	100.0	1.0	0.0	4.0	0.0	2.0	0.0	81.25	2.0	3.0	5.0	0.0	2.0	0.0	88.54	
0.0	0.0	1.0	0.0	0.0	0.0	87.5	1.0	0.0	1.0	0.0	0.0	0.0	93.75	0.0	0.0	3.0	0.0	1.0	0.0	90.62	0.0	1.0	1.0	1.0	4.0	0.0	87.5	7.0	1.0	0.0	0.0	0.0	1.0	77.08	
0.0	0.0	1.0	0.0	0.0	0.0	87.5	0.0	0.0	1.0	0.0	1.0	0.0	93.75	1.0	0.0	0.0	0.0	2.0	0.0	75.0	5.0	1.0	0.0	0.0	2.0	0.0	96.88	4.0	5.0	3.0	0.0	0.0	0.0	86.46	
1.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	1.0	0.0	0.0	1.0	0.0	87.5	1.0	1.0	0.0	0.0	2.0	0.0	93.75	3.0	4.0	0.0	0.0	1.0	0.0	87.5	4.0	1.0	2.0	0.0	5.0	0.0	95.83	
0.0	0.0	1.0	0.0	0.0	0.0	87.5	1.0	0.0	0.0	0.0	1.0	0.0	100.0	0.0	1.0	2.0	0.0	1.0	0.0	87.5	4.0	0.0	3.0	0.0	1.0	0.0	95.31	0.0	4.0	2.0	0.0	6.0	0.0	89.58	
0.0	0.0	1.0	0.0	0.0	0.0	87.5	0.0	0.0	1.0	0.0	1.0	0.0	93.75	1.0	1.0	1.0	0.0	1.0	0.0	90.62	4.0	0.0	1.0	1.0	1.0	0.0	90.62	1.0	2.0	0.0	1.0	7.0	0.0	90.62	
0.0	0.0	1.0	0.0	0.0	0.0	87.5	2.0	0.0	0.0	0.0	0.0	0.0	100.0	3.0	1.0	0.0	0.0	0.0	0.0	93.75	5.0	0.0	0.0	0.0	1.0	0.0	75.0	6.0	0.0	3.0	1.0	1.0	0.0	91.67	
0.0	0.0	0.0	0.0	1.0	0.0	100.0	1.0	1.0	0.0	0.0	0.0	0.0	87.5	2.0	0.0	0.0	0.0	0.0	1.0	87.5	4.0	0.0	0.0	1.0	2.0	0.0	92.19	6.0	2.0	0.0	0.0	2.0	0.0	79.17	
1.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	2.0	0.0	100.0	2.0	1.0	1.0	0.0	0.0	0.0	90.62	0.0	0.0	1.0	1.0	5.0	0.0	90.62	5.0	2.0	1.0	1.0	2.0	0.0	89.58	
0.0	0.0	0.0	0.0	1.0	0.0	100.0	0.0	0.0	2.0	0.0	0.0	0.0	87.5	1.0	0.0	0.0	0.0	3.0	0.0	100.0	5.0	2.0	0.0	0.0	0.0	0.0	81.25	0.0	0.0	0.0	1.0	6.0	2.0	86.46	
0.0	0.0	1.0	0.0	0.0	0.0	87.5	1.0	1.0	0.0	0.0	0.0	0.0	87.5	0.0	0.0	1.0	0.0	3.0	0.0	96.88	3.0	1.0	2.0	0.0	1.0	0.0	81.25	3.0	2.0	0.0	2.0	3.0	0.0	85.42	
0.0	0.0	1.0	0.0	0.0	0.0	87.5	1.0	1.0	0.0	0.0	0.0	0.0	87.5	1.0	0.0	3.0	0.0	0.0	0.0	90.62	1.0	0.0	7.0	0.0	0.0	0.0	89.06	3.0	2.0	1.0	0.0	4.0	1.0	90.62	
0.0	0.0	0.0	0.0	1.0	0.0	100.0	1.0	1.0	0.0	0.0	0.0	0.0	87.5	2.0	1.0	0.0	0.0	1.0	0.0	93.75	0.0	0.0	0.0	0.0	6.0	0.0	75.0	3.0	0.0	7.0	0.0	0.0	1.0	88.54	
1.0	0.0	0.0	0.0	0.0	0.0	100.0	1.0	0.0	1.0	0.0	0.0	0.0	93.75	1.0	1.0	2.0	0.0	0.0	0.0	87.5	1.0	1.0	2.0	1.0	2.0	0.0	85.94	0.0	3.0	3.0	0.0	4.0	1.0	86.46	
1.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	2.0	0.0	100.0	0.0	0.0	4.0	0.0	0.0	0.0	87.5	4.0	0.0	0.0	1.0	2.0	0.0	92.19	0.0	0.0	1.0	2.0	7.0	0.0	88.54	
0.0	0.0	1.0	0.0	0.0	0.0	87.5	0.0	1.0	0.0	0.0	1.0	0.0	87.5	1.0	1.0	0.0	0.0	2.0	0.0	93.75	0.0	0.0	4.0	0.0	2.0	1.0	87.5	4.0	4.0	4.0	0.0	0.0	0.0	87.5	
0.0	0.0	1.0	0.0	0.0	0.0	87.5	1.0	0.0	0.0	0.0	1.0	0.0	100.0	0.0	1.0	0.0	0.0	3.0	0.0	93.75	8.0	0.0	0.0	0.0	0.0	0.0	100.0	2.0	0.0	0.0	0.0	8.0	0.0	83.33	
0.0	0.0	1.0	0.0	0.0	0.0	87.5	0.0	0.0	1.0	0.0	1.0	0.0	93.75	0.0	1.0	1.0	0.0	2.0	0.0	90.62	2.0	1.0	3.0	0.0	2.0	0.0	92.19	1.0	2.0	1.0	0.0	6.0	1.0	90.62	
1.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	2.0	0.0	100.0	0.0	0.0	0.0	0.0	4.0	0.0	100.0	2.0	0.0	1.0	0.0	3.0	0.0	73.44	4.0	4.0	1.0	0.0	3.0	0.0	90.62	
0.0	0.0	1.0	0.0	0.0	0.0	87.5	0.0	0.0	0.0	0.0	2.0	0.0	100.0	2.0	0.0	1.0	0.0	1.0	0.0	96.88	1.0	1.0	2.0	0.0	4.0	0.0	93.75	5.0	4.0	0.0	0.0	1.0	1.0	87.5	
0.0	0.0	1.0	0.0	0.0	0.0	87.5	0.0	0.0	1.0	0.0	1.0	0.0	93.75	0.0	0.0	4.0	0.0	0.0	0.0	87.5	5.0	0.0	1.0	0.0	0.0	0.0	73.44	3.0	0.0	0.0	0.0	7.0	0.0	83.33	
1.0	0.0	0.0	0.0	0.0	0.0	100.0	1.0	1.0	0.0	0.0	0.0	0.0	87.5	2.0	0.0	0.0	0.0	2.0	0.0	100.0	3.0	0.0	2.0	0.0	2.0	0.0	84.38	3.0	1.0	3.0	0.0	1.0	2.0	86.46	
0.0	0.0	0.0	0.0	1.0	0.0	100.0	1.0	0.0	1.0	0.0	0.0	0.0	93.75	1.0	1.0	2.0	0.0	0.0	0.0	87.5	5.0	1.0	0.0	0.0	2.0	0.0	96.88	4.0	0.0	5.0	1.0	1.0	0.0	89.58	
0.0	0.0	0.0	0.0	1.0	0.0	100.0	1.0	0.0	1.0	0.0	0.0	0.0	93.75	0.0	1.0	1.0	0.0	2.0	0.0	90.62	2.0	4.0	1.0	0.0	1.0	0.0	85.94	5.0	3.0	1.0	1.0	1.0	0.0	87.5	
1.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	1.0	0.0	0.0	1.0	0.0	87.5	0.0	0.0	4.0	0.0	0.0	0.0	87.5	1.0	0.0	3.0	0.0	3.0	0.0	82.81	5.0	0.0	0.0	0.0	5.0	1.0	95.83	
0.0	0.0	0.0	0.0	1.0	0.0	100.0	1.0	1.0	0.0	0.0	0.0	0.0	87.5	2.0	0.0	0.0	0.0	0.0	1.0	87.5	5.0	1.0	0.0	0.0	0.0	1.0	90.62	0.0	3.0	6.0	0.0	3.0	0.0	87.5	
0.0	0.0	1.0	0.0	0.0	0.0	87.5	1.0	0.0	0.0	0.0	1.0	0.0	100.0	0.0	2.0	0.0	0.0	2.0	0.0	87.5	1.0	0.0	5.0	0.0	2.0	0.0	92.19	0.0	0.0	5.0	0.0	5.0	0.0	78.12	
0.0	0.0	0.0	0.0	1.0	0.0	100.0	1.0	1.0	0.0	0.0	0.0	0.0	87.5	0.0	1.0	1.0	0.0	2.0	0.0	90.62	4.0	1.0	0.0	0.0	3.0	0.0	96.88	6.0	1.0	1.0	2.0	0.0	0.0	86.46	
1.0	0.0	0.0	0.0	0.0	0.0	100.0	1.0	0.0	0.0	0.0	1.0	0.0	100.0	1.0	0.0	3.0	0.0	0.0	0.0	90.62	5.0	0.0	0.0	0.0	2.0	0.0	87.5	8.0	2.0	1.0	0.0	0.0	0.0	86.46	
0.0	0.0	0.0	0.0	1.0	0.0	100.0	0.0	0.0	0.0	0.0	2.0	0.0	100.0	2.0	2.0	0.0	0.0	0.0	0.0	87.5	0.0	0.0	1.0	0.0	4.0	1.0	79.69	1.0	1.0	0.0	0.0	7.0	1.0	85.42	
